window_start,device_mac,anomaly_score,is_anomaly
1785314203.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314203.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314203.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314213.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314213.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314213.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314223.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314223.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314223.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314233.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314233.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314233.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314243.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314243.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314243.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314253.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314253.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314253.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314263.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314263.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314263.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314273.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314273.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314273.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314283.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314283.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314283.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314293.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314293.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314293.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314303.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314303.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314303.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314313.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314313.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314313.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314323.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314323.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314323.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314333.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314333.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314333.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314343.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314343.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314343.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314353.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314353.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314353.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314363.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314363.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314363.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314373.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314373.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314373.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314383.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314383.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314383.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314393.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314393.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314393.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314403.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314403.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314403.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314413.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314413.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314413.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314423.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314423.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314423.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314433.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314433.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314433.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314443.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314443.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314443.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314453.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314453.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314453.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314463.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314463.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314463.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314473.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314473.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314473.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314483.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314483.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314483.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314493.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314493.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314493.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314503.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314503.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314503.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314513.519992,08:00:27:5a:87:bc,0.10106695228638912,False
1785314513.519992,08:00:27:8a:0d:75,0.10106695228638912,False
1785314513.519992,08:00:27:a5:9e:2d,0.10106695228638912,False
1785314523.519992,08:00:27:5a:87:bc,0.10106695228638912,False
