window_start,device_mac,pkt_count,byte_count,mean_iat,std_iat,arp_req_count,arp_req_rate,arp_reply_count,arp_reply_rate,broadcast_ratio,avg_response_latency,send_recv_ratio
1785313343.519992,08:00:27:5a:87:bc,783,33612,0.011520134213635378,0.062034125500268336,756,75.6,20,2.0,0.9719029374201787,,140.05
1785313343.519992,08:00:27:8a:0d:75,10,926,0.7962139977349175,0.4172255037120828,1,0.1,1,0.1,0.0,0.00014226777212960378,0.6181575433911882
1785313343.519992,08:00:27:a5:9e:2d,10,926,0.7973495589362251,0.41784552099479144,1,0.1,1,0.1,0.0,,0.6181575433911882
1785313353.519992,08:00:27:5a:87:bc,1022,43638,0.00954603728538162,0.05277997667263948,995,99.5,20,2.0,0.9765166340508806,,90.9125
1785313353.519992,08:00:27:8a:0d:75,12,1220,0.7802403623407538,0.29677436648031064,0,0.0,0,0.0,0.0,0.00016721089680989584,0.691609977324263
1785313353.519992,08:00:27:a5:9e:2d,12,1220,0.7811936248432506,0.29732462282723837,0,0.0,0,0.0,0.0,0.00012803077697753906,0.691609977324263
1785313363.519992,08:00:27:5a:87:bc,1230,52332,0.008132454047269021,0.046205431990156184,1204,120.4,20,2.0,0.9821138211382113,,218.05
1785313363.519992,08:00:27:8a:0d:75,5,512,1.501527488231659,0.8282143521341779,0,0.0,0,0.0,0.0,0.00011718273162841797,0.47232472324723246
1785313363.519992,08:00:27:a5:9e:2d,5,512,1.49886953830719,0.8236326722932266,0,0.0,0,0.0,0.0,,0.47232472324723246
1785313373.519992,08:00:27:5a:87:bc,854,36594,0.010849910771860746,0.05816852198530513,827,82.7,20,2.0,0.9718969555035128,,101.65
1785313373.519992,08:00:27:8a:0d:75,2,180,2.7230470180511475,0.0,0,0.0,1,0.1,0.0,,0.2452316076294278
1785313373.519992,08:00:27:a5:9e:2d,2,180,2.709994077682495,0.0,0,0.0,1,0.1,0.0,,0.2452316076294278
1785313383.519992,08:00:27:5a:87:bc,838,35806,0.01160111336155462,0.06816653963595205,813,81.3,20,2.0,0.9713603818615751,,74.59583333333333
1785313383.519992,08:00:27:8a:0d:75,10,986,0.8688493304782443,0.2778918557287393,0,0.0,1,0.1,0.0,,0.6444444444444445
1785313383.519992,08:00:27:a5:9e:2d,10,986,0.8688031037648519,0.28086515388618144,1,0.1,0,0.0,0.0,0.00017499923706054688,0.6444444444444445
